UNIT_MIX_CONFIRM_MATERIAL_EX_LV_UNLOCK,Unlock the Jaboten Eraser and proceed with EX Level Reset?<br>Proceed?,
UNIT_MIX_CONFIRM_TITLE,Notice,
UNIT_MIX_CONFIRM_FINAL_TITLE, <color=255:255:0>Warning (Final Confirmation!)</color>,
UNIT_MIX_LABEL,During Fusion,
UNIT_MIX_AUTO_SUBHEADER,Bulk Unit Fusion,
UNIT_MIX_AUTO_UNIT_NONE,No units available for fusion.,
UNIT_MIX_AUTO_CONFIRM_TITLE,The following units will be fused.,
UNIT_MIX_AUTO_CONFIRM_TRUST_OVER,Trust values exceeding the maximum will be discarded.,
UNIT_MIX_AUTO_CONFIRM_MESSAGE,Are you sure you want to proceed?,
UNIT_MIX_AUTO_RESULT_TITLE,The same-name units have been fused.,
UNIT_MIX_AUTO_RESULT_MESSAGE,The obtained Trust Master reward has been granted directly.,
UNIT_MIX_AUTO_POSSESSION_UNIT_CNT_BOX,Units Owned (List),
UNIT_MIX_AUTO_POSSESSION_UNIT_CNT_WAREHOUSE,Units Owned (Storage),
UNIT_MIX_AUTO_CONFIRM_UNIT_NAME,★<param=rare> <param=unitname>,
UNIT_MIX_AUTO_CONFIRM_UNIT_NAME_COUNT,×<param=unitcount>,
UNIT_MIX_GET_BRAVE_SHIFT_TYPE_TRANCE,Trance Mode Unlocked!,
UNIT_MIX_GET_BRAVE_SHIFT_TYPE_ROLE,Role Change Unlocked!,
UNIT_MIX_GET_BRAVE_SHIFT_TYPE_LIMIT,Super Limit Burst Unlocked!,
UNIT_MIX_GET_BRAVE_SHIFT_TYPE_DRIVE,Overdrive Enhanced!,
UNIT_EXCHANGE_SUBHEADER,Select Conversion Unit,
UNIT_EXCHANGE_OBTAIN,Obtain,
UNIT_EXCHANGE_BALANCE,Current Amount,
UNIT_EXCHANGE_NOTHING,You do not own any units that can be converted.,
UNIT_EXCHANGE_CONFIRM,The following units will be converted to <param=item_name>.<br>Once converted to <param=item_name>，<color=255:255:0>they cannot be reverted to units</color>.<br>Proceed with the conversion?,
UNIT_EXCHANGE_CONFIRM_SUPER_TRUST_MASTER,A unit that has not obtained the <color=255:255:0>Super Trust Master</color> has been selected. If converted to <param=item_name>，<color=255:255:0>it cannot be reverted to a unit</color>.<br><br>Do you want to proceed with the conversion?,
UNIT_EXCHANGE_CONFIRM_MASTER_CARD,A unit equipped with <color=255:255:0><param=card_item_name></color> has been selected. If converted to <param=item_name>，<param=card_item_name> will be lost. Proceed?<br>You can unequip it from the Vision Card in the Equipment screen.,
UNIT_EXCHANGE_CONFIRM_EX_LV_LIMITED,A unit that has undergone <color=255:255:0>EX Level Up</color> has been selected. If converted to <param=item_name>，<color=255:255:0>the units used for EX Level Up will not be returned</color>. Proceed?<br>EX Level Up units can be returned by fusing a special removal unit.,
UNIT_EXCHANGE_CONFIRM_FINAL,If converted to <param=item_name>，<color=255:255:0>it cannot be reverted to a unit</color>.<br><br>Are you sure you want to proceed? (Final confirmation),
UNIT_EXCHANGE_CONFIRM_BALANCE_LIMIT,You cannot convert because you have exceeded the holding limit for <color=255:255:0><param=item_name></color>.<br><br><param=item_name> holding limit: ,
UNIT_EXCHANGE_CONFIRM_DONE,The unit has been converted to<br><param=item_name><param=item_count> pieces.,
UNIT_STATUS_DETAIL_STATUS_TITLE,Status,
UNIT_STATUS_DETAIL_EQUIP_TITLE,Equipment,
UNIT_STATUS_DETAIL_TRIBE_TITLE,Damage Boosts to Enemy Type,
UNIT_STATUS_DETAIL_TRIBE_SUB_TITLE,(Physical/Magic/LB),
UNIT_STATUS_DETAIL_STATUS_TITLE_NEW,Unit Details,
UNIT_STATUS_DETAIL_RETURN,OK,
UNIT_STATUS_DETAIL_STATUS_NAME_HP,HP,
UNIT_STATUS_DETAIL_STATUS_NAME_MP,MP,
UNIT_STATUS_DETAIL_STATUS_NAME_ATK,ATK,
UNIT_STATUS_DETAIL_STATUS_NAME_DEF,DEF,
UNIT_STATUS_DETAIL_STATUS_NAME_INTL,MAG,
UNIT_STATUS_DETAIL_STATUS_NAME_MND,SPR,
UNIT_STATUS_DETAIL_STATUS_BASE,<center>Base<br>(Includes EXLv)</center>,
UNIT_STATUS_DETAIL_STATUS_VC,<center>Vision<br>Card</center>,
UNIT_STATUS_DETAIL_STATUS_EXT,Limit Break,
UNIT_STATUS_DETAIL_STATUS_ABILITY,Ability Multiplier,
UNIT_STATUS_DETAIL_STATUS_EXBONUS,<center>EX<br>Bonus</center>,
UNIT_STATUS_DETAIL_EQUIP,Equipment,
UNIT_STATUS_DETAIL_EQUIP_ONE,<center>Multiplier<br>Two-handed</center>,
UNIT_STATUS_DETAIL_EQUIP_TWO,<center>Multiplier<br>Dual Wield</center>,
UNIT_STATUS_DETAIL_EQUIP_BEAST,Esper,
UNIT_STATUS_DETAIL_EQUIP_FRIEND,<center>Friend Lv<br>BONUS</center>,
UNIT_STATUS_DETAIL_SLASH,/,
UNIT_STATUS_DETAIL_PLUS,+,
UNIT_STATUS_DETAIL_PER,%,
UNIT_STATUS_DETAIL_TRIBE_BEAST,Beast,
UNIT_STATUS_DETAIL_TRIBE_BIRD,Bird,
UNIT_STATUS_DETAIL_TRIBE_AQUA,Aquatic,
UNIT_STATUS_DETAIL_TRIBE_DEMON,Demon,
UNIT_STATUS_DETAIL_TRIBE_HUMAN,Human,
UNIT_STATUS_DETAIL_TRIBE_MACHINE,Machine,
UNIT_STATUS_DETAIL_TRIBE_DRAGON,Dragon,
UNIT_STATUS_DETAIL_TRIBE_SPRIT,Spirit,
UNIT_STATUS_DETAIL_TRIBE_INSECT,Insect,
UNIT_STATUS_DETAIL_TRIBE_STONE,Stone,
UNIT_STATUS_DETAIL_TRIBE_PLANT,Plant,
UNIT_STATUS_DETAIL_TRIBE_GHOST,Undead,
ITEM_EXCHANGE_SUBHEADER,Item Exchange,
UNIT_SORT_AFFINITY,Trust,
UNIT_SORT_PARAM_BOOST,Magic Pot,
UNIT_SORT_EQUIPED,Equipped,
UNIT_SORT_UNIT_LEVEL,Unit Lv,
UNIT_SORT_EQ_CATEGORY,Equipable,
UNIT_SORT_UNIT_ROLE,Unit Role,
UNIT_SORT_MAX_ABILITY_NUM,Ability Slot Count,
UNIT_SORT_MAGIC_LV_WHITE,White Magic Level,
UNIT_SORT_MAGIC_LV_BLACK,Black Magic Level,
UNIT_SORT_MAGIC_LV_GREEN,Green Magic Level,
UNIT_SORT_MAGIC_LV_BLUE,Blue Magic Level,
UNIT_SORT_UNIT_TYPE,Unit Category,
UNIT_SORT_SERIES,Series,
UNIT_SORT_KILLER_PHYSICS,Boost Damage Against Type (Physical),
UNIT_SORT_KILLER_MAGIC,Boost Damage Against Type (Magic),
UNIT_SORT_TYPE_LV,Lv,
UNIT_SORT_TYPE_RARE,Rarity,
UNIT_SORT_TYPE_HP,HP,
UNIT_SORT_TYPE_MP,MP,
UNIT_SORT_TYPE_ATK,ATK,
UNIT_SORT_TYPE_DEF,DEF,
UNIT_SORT_TYPE_INT,MAG,
UNIT_SORT_TYPE_MND,SPR,
UNIT_SORT_TYPE_AFFINITY,Trust Name,
UNIT_SORT_TYPE_AFFINITY_RATE,Trust Value,
UNIT_SORT_TYPE_GET,Acquisition Order,
UNIT_SORT_TYPE_NO,No.,
UNIT_SORT_TYPE_SERIES,Series,
UNIT_SORT_TYPE_UNIT_NAME,Unit Name,
UNIT_SORT_TYPE_UNIT_BONUS,Unit<br>Bonus,
UNIT_SORT_TYPE_QUEST_BONUS,BONUS,
UNIT_SORT_TYPE_LB_DMG,LB Damage,
UNIT_SORT_TYPE_BEAST_DMG,Summon Damage,
UNIT_SORT_TYPE_AVOID_PHYSICS_RATE,Physical Evasion,
UNIT_SORT_TYPE_AVOID_MAGIC_RATE,Magic Evasion,
UNIT_SORT_TYPE_HATE_RATE,Provoke,
UNIT_SORT_TYPE_EXLV,EXLv,
UNIT_SORT_MIX_SELECTABLE,Fusable,
UNIT_SORT_SELL_SELECTABLE,Saleable,
UNIT_SORT_SUBLIMATION_SELECTABLE,Awakenable,
UNIT_SORT_CLASSUP_SELECTABLE,Awakening Available,
UNIT_SORT_SP_AFFINITY,Super Trust,
UNIT_SORT_TYPE_SP_AFFINITY,Super<br>Trust Name,
UNIT_SORT_TYPE_SP_AFFINITY_RATE,Super<br>Trust Value,
UNIT_SORT_CLASSUP_TRANS_SELECTABLE,Awakening Material Convertible,
UNIT_SORT_REWARD,Special Reward Acquired,
UNIT_SORT_PARTY_PRIORITY,Prioritize displaying units assigned to a party,
UNIT_SORT_CONFIRM_APPLY_OTHER_PARTS,Do you want to apply the sort filter to all other equipment slots?,
UNIT_SORT_TYPE_MIX_RANGE,Unit selection range *When selecting storage，all storages are targeted,
UNIT_SORT_LEADER_SKILL,Leader Skill,
ITEM_TOP,Item Set,
ITEM_LIST,Item List,
MATERIAL_LIST,Material List,
EQUIP_LIST,Equipment List,
AC_LIST,Ability List,
ITEM_SELL,Item Sale,
MATERIAL_SELL,Material Sale,
EQUIP_SELL,Equipment Sale,
AC_SELL,Ability Sale,
ITEM_SELL_GIL,Sell Gil,
ITEM_SELL_NUM,Number of Items Sold,
ITEM_SELL_SELECT_NUM,Number of Selected Items,
ITEM_HAVE,Owned,
ITEM_CONSUME,Consumed,
ITEM_COUNT,x,
ITEM_STOCK,Remaining,
ITEM_SELL_PRICE,Sell Price,
ITEM_SELL_CONFIRM, <color=255:0:0>Are you sure you want to sell?</color><br><br>Number of Items Sold: <param=num><br><br>Total Sale Amount: <param=price>,
ITEM_SELL_RESULT,Sold <param=num> items for <param=gil> Gil.,
ITEM_BUY_NUM,Number of Items Purchased,
ITEM_TRADE_NUM,Trade:,
ITEM_SELL_GIL_OVER,You will exceed the Gil limit.<br>The excess will be lost.<br>Do you still want to proceed?,
SELL_ITEM_NOTHING,You do not own any sellable items.,
SELL_MATERIAL_NOTHING,You do not own any sellable materials.,
SELL_EQUIP_NOTHING,You do not own any sellable equipment.,
SELL_AC_NOTHING,You do not own any sellable abilities.,
EQUIP_PROPERTY_NONE,No Additional Abilities,
EQUIP_UNIT,Equipable Unit,
EQUIP_FEATURE_BOTH_HANDS,Two-handed,
CHANGE_EQUIP_PROPERTY,Toggle,
REMOVE_ALL_EQUIP,Remove All,
EQUIP_HP,HP,
EQUIP_MP,MP,
EQUIP_ATK,ATK,
EQUIP_DEF,DEF,
EQUIP_INT,MAG,
EQUIP_MND,SPR,
EQUIP_NG_CATEGORY_UNMATCH,Cannot Equip.,
EQUIP_NG_RULE_UNMATCH,Equipment requirements not met.,
EQUIP_NG_RULE_BAN,Prohibited Equipment.,
EQUIP_NG_UNIT_ID_UNMATCH,Unit-Specific Equipment.,
EQUIP_NG_SEX_UNMATCH,Gender-Limited Equipment.,
EQUIP_NG_SHORTAGE_MAGIC_LV,Insufficient Magic Level.,
EQUIP_NG_UNIT_UNMATCH,This unit cannot be selected.,
EQUIP_NG_LIMIT_OWNER_ABILITY,Unit-Specific<br>Ability.,
EQUIP_NG_REQUIRED_EQUIPMENT,Usable when <color=255:255:0>item_name</color><br>is equipped,
EQUIP_NG_REQUIRED_EQUIPMENT_CONJ,or,
EQUIP_NG_EQUIP_SLOT_TYPE_NORMAL_ABILITY,Only normal abilities can be equipped.,
EQUIP_NG_EQUIP_SLOT_TYPE_EX_ABILITY,Only EX abilities can be equipped.,
EQUIP_ITEM_LIMIT_OWNER_UNIT_EQUIP,<blank>,
EQUIP_ITEM_LIMIT_OWNER_EQUIP,<blank>,
EQUIP_ITEM_COND_LIMIT_OWNER_FORMAT,Exclusive Equipment for equip_cond,
EQUIP_ITEM_COND_MAN,Male,
EQUIP_ITEM_COND_WOMAN,Female,
EQUIP_SORT_TYPE_HP,HP,
EQUIP_SORT_TYPE_MP,MP,
EQUIP_SORT_TYPE_ATK,ATK,
EQUIP_SORT_TYPE_DEF,DEF,
EQUIP_SORT_TYPE_INT,MAG,
EQUIP_SORT_TYPE_MND,SPR,
EQUIP_SORT_TYPE_LB_DMG,LB Damage,
EQUIP_SORT_TYPE_BEAST_DMG,Summon Damage,
EQUIP_SORT_TYPE_AVOID_PHYSICS_RATE,Physical Evasion,
EQUIP_SORT_TYPE_AVOID_MAGIC_RATE,Magic Evasion,
EQUIP_SORT_TYPE_HATE_RATE,Provoke,
EQUIP_SORT_TYPE_TYPE,Type,
EQUIP_SORT_TYPE_NAME,Item Name,
EQUIP_SORT_TYPE_RARE,Rarity,
EQUIP_SORT_TYPE_AWAKE,Enhancement Stage,
EQUIP_SORT_TYPE_LB_CRYSTAL,Burst Increase,
EQUIP_SORT_TYPE_LBP_TURN_RECOVER,LB Recovery,
EQUIP_SORT_TYPE_JUMP_DMG,Jump Damage,
EQUIP_SORT_TYPE_BEAST_ST_UP,Summon Damage,
AC_SORT_TYPE_NAME,Ability Name,
CRAFT,Craft,
CRAFT_BLACKSMITH,Equipment,
CRAFT_MATERIA,Abilities,
CRAFT_ITEM,Items,
CRAFT_AWAKE,Enhance Equipment,
CRAFT_OPE,Create,
CRAFT_GET,You have received <color=255:255:0><param=itemname></color>,
CRAFT_GET_NUM, <color=255:255:0><param=itemnum> items</color> have been completed.,
CRAFT_BONUS_GET,You have received <param=itemname>.,
CRAFT_CANCEL,Cancel creation?<br><color=255:0:0>The used Gil and materials will not be returned</color>,
CRAFT_RECIPE_LIST,Recipe List,
CRAFT_LACK_OF_MATERIAL,Insufficient Materials,
CRAFT_TIME,Crafting Time,
CRAFT_GIL,Required Gil,
CRAFT_USE_LAPIS,Use <param=lapis> to immediately complete the process by spending <param=num>?,
CRAFT_ADD_CRAFTER,Expand the crafting slots for <param=lapis> using <param=num> Lapis?,
CRAFT_ADD_CRAFTER_SHORTAGE_LAPIS,You can expand the crafting slots using <param=lapis> for <param=num>. Do you want to purchase <param=lapis>?,
CRAFT_MATERIAL,Crafting Materials,
CRAFT_AWAKE_MATERIAL,Enhancement Materials,
CRAFT_REQUEST,Confirm Crafting Start,
CRAFT_REQUEST_DISP,You will consume materials to start crafting.,
CRAFT_RECIPE_NOTHING,No recipes required for crafting are available,
CRAFT_AWAKE_RECIPE_NOTHING,No selectable equipment,
CRAFT_SHORTAGE_MATERIAL,Insufficient Materials,
CRAFT_SHORTAGE_GIL,Insufficient Gil,
CRAFT_CONFIRM_REMOVE,Equipped materials are included.<br>Remove equipment and start crafting?,
CRAFT_BONUS_WINDOW_TITLE,Obtained Items,
CRAFT_NONE_RECIPE,No Recipe,
CRAFT_RECIPE_GET_PLAICE,Recipe Location: ,
CRAFT_WARNING_TITLE,Enhancement Material Confirmation,
CRAFT_WARNING_TEXT,Do you want to enhance the equipment?<br>Items used as enhancement materials will disappear.,
CRAFT_WARNING_FAVORITE_TEXT,Favorite items are included in the materials，so crafting is not possible.,
CRAFT_ITEM_SELECT_INFO_EMPTY,Please select materials to use,
CRAFT_ITEM_SELECT_INFO_FULL,Equipment enhancement is possible,
CRAFT_ITEM_SELECT_INFO_NOT_ENOUGH,Please select the required number,
CRAFT_ITEM_SELECT_NEED_MATERIAL,Required Materials,
CRAFT_OTHER_FEATURE,Other Effects: See Details,
GACHA,Summon,
GACHA_TITLE,Summon,
GACHA_TITLE_MULTI,Multi-Summon,
GACHA_TITLE_TICKET,Ticket Summon,
GACHA_TICKET_COUNT,Ticket Count,
GACHA_STEP_COUNT,STEP,
GACHA_NOT_HOLDING,No events are currently held,
GACHA_DETAIL,Drop Rates,
GACHA_DETAIL_NUMBER,Summon <param=count> times: <param=price> <param=unit>,
GACHA_DETAIL_LAPIS,Owned Lapis: <param=num>,
GACHA_DETAIL_FRIEND_POINT,Owned Friend Points: <param=num>pt,
GACHA_DETAIL_TICKET,Owned <param=name>: <param=num> tickets,
GACHA_DETAIL_ITEM_HEAD,Owned <param=name>,
GACHA_DETAIL_ITEM_TAIL,: <param=num> items,
GACHA_DETAIL_LIMIT,Remaining <param=num>/<param=max> times,
GACHA_DETAIL_STEP_UP_LIMIT,Remaining <param=num>/<param=max> rounds,
GACHA_LIMIT_OVER,Already summoned.,
GACHA_DETAIL_LIMIT_END,Until <param=endday>,
GACHA_DETAIL_LIMIT_SPAN,<size=20>From <param=startday><br>to <param=endday></size>,
GACHA_LIMIT_OVER_BANNER_TEXT,0 summons remaining,
GACHA_EFFECT_ERROR,Failed to play summon animation. Skipping to result screen,
GACHA_CONDUCTOR_TEXT, New Units<br>Get them from Summons!!,
GACHA_STEP_UP_LIMIT_OVER,You have reached the maximum number of Step-Up Summon rounds.,
GACHA_SELECT_TICKET_TOTAL,(Owned: <param=ticket_total> tickets),
GACHA_SELECT_TICKET_TOTAL_SHORTAGE,(Owned: <color=255:255:0><param=ticket_total> tickets</color>),
GACHA_TICKET_NV_ANNOTATION,NV units will not appear from summons that do not include NV. Please check the drop rates for details.,
GACHA_UNIT_DETAIL_NOTICE,★<param=rare>/Lv.MAX/Limit Burst Lv.MAX,
GACHA_NV_UNIT_DETAIL_NOTICE,Neo Vision/Lv.MAX/Limit Burst Lv.MAX/EX+3,
GACHA_NVP_UNIT_DETAIL_NOTICE,Neo Vision+/Lv.MAX/Limit Burst Lv.MAX/EX+3,
GACHA_SELECT_UNIT_CONFIRM,Use <param=cost> <param=ticket_name> to obtain<br><color=255:255:0><param=unit_name></color>?,
GACHA_SELECT_UNIT_CONFIRM_FINAL,Use <param=cost> <param=ticket_name> to obtain<br><color=255:255:0><param=unit_name></color>.<br>Are you sure? (Final Confirmation),
GACHA_SELECT_UNIT_NOTICE,To obtain <color=255:255:0><param=unit_name></color>，you need <param=cost> <param=ticket_name>.,
GACHA_REST_TIME,Remaining Time,
GACHA_REST_TIME_DATE,Days,
GACHA_REST_TIME_HOUR,Hours,
GACHA_REST_TIME_MINUTE,Minutes,
GACHA_REST_TIME_SECOND,Seconds,
GACHA_CHOCOBO_RUSH,Chocobo Rush,
GACHA_SABOTENDER_THOUSAND,Thousand Needles,
GACHA_SABOTENDER_TEN_THOUSAND,Ten Thousand Needles,
GACHA_MOOGLE_DANCE,Moogle Dance,
GACHA_REWARD_DETAIL,Reward Details,
GACHA_BOX_INT,Box,
GACHA_BOX_RESETED,(Already Advanced),
GACHA_BOX_RESET_TEXT,Advancing will change to a next box.<br> <br>Would you like to advance?,
GACHA_BOX_RESET_REMAINING_TEXT,Advancing will change to the next box.<br>You still have items remaining in the current box.<br>Are you sure you want to advance?,
GACHA_BOX_RESET_FINAL_TEXT,※You cannot revert to the previous<br>box after advancing.<br> <br>Are you sure you want to advance?<br>(Final Confirmation),
GACHA_BOX_RESET_ANNOUNCE,Please reset the box,
GACHA_PAY_LB_CV,LBCV: ,
GACHA_PAY_UNIT_NOTICE,※The highest possible rarity of a unit that can be awakened is displayed.,
GACHA_PAY_NV_UNIT_NOTICE,Neo Vision units may display EX+1 or higher during the summon animations.,
GACHA_SELECT_EXCHANGE_REMAINING_NUM, <color=255:165:0>Exchangeable Count</color> Remaining: <param=num>/<param=max> items,
GACHA_SELECT_EXCHANGE_NO_REMAINING_NUM,You have reached the exchange limit and cannot exchange any more.,
GACHA_SELECT_EXCHANGE_REMAINING_NUM_TOP,Remaining: <param=num>/<param=max> items,
GACHA_PANEL_DETAIL_SHEET,Panel Sheet: ,
GACHA_PANEL_DETAIL_CONFIRM_RESET,Reset the panel?,
GACHA_PANEL_DETAIL_CONFIRM_RESET_DONE,Panel has been reset.,
GACHA_PANEL_LOTTERY_TITLE,Panel Sheet Lottery!,
GACHA_PANEL_LOTTERY_CURRENT_SHEET,Current Sheet: ,
GACHA_PANEL_CONFIRM_OBTAIN_ALL_PANEL,All panel rewards have been received.<br>Would you like to perform a summon?,
GACHA_PANEL_FREE,Free,
GACHA_PAY_DISCOOUNT_TEXT, <color=255:255:0>Free Summon</color> in <color=255:255:0><param=num></color> more summon(s),
GACHA_PAY_ITEM_NOT_ENOUGH_TITLE,Not enough items,
GACHA_PAY_ITEM_NOT_ENOUGH_NOTICE,You don't have enough <param=name>,
GACHA_PAY_ITEM_NOTICE,Would you like to purchase <param=name>?,
GACHA_TOP_SPECIAL_LOCK_ITEM, <param=name>,
GACHA_TOP_SPECIAL_LOCK_TEXT,will be unlocked when you possess it,
GACHA_PAY_PSEUDOPAID_FIXED_TEXT,Would you like to move to the shop?,
GACHA_PAY_PSEUDOPAID_NOTICE_PERIOD,The shop period has ended.,
GACHA_PAY_PSEUDOPAID_NOTICE_PERIOD_SOLDOUT,You have already purchased the items in the shop.,
GACHA_PAY_PSEUDOPAID_NOTICE_MAIL,※Items from Lapis purchases will be sent to your mail.,
GACHA_PAY_PSEUDOPAID_NOTICE_MAIL_ADD,If purchased，please check your mail.,
GACHA_DISCOUNT_HALF_PRICE_ONECE_A_DAY,1/2 Price Once a Day!,
GACHA_CONF_PRICE,Summon <param=count> times: <param=price><param=unit>,
GACHA_CONF_HAVE_TOTAL_LAPIS,Owned Lapis: <param=num>,
GACHA_CONF_HAVE_PAYMENT_LAPIS,Owned Paid Lapis: <param=num>,
GACHA_CONF_HAVE_FRIEND_POINT,Owned Friend Points: <param=num>pt,
GACHA_CONF_HAVE_TICKET,Owned <param=name>: <param=num> ticket(s),
GACHA_CONF_LIMIT,Remaining <param=num>/<param=max> summon(s),
GACHA_CONF_LIMIT_OVER,Already summoned,
GACHA_CONF_PERIOD_END,Until <param=endday>,
GACHA_POINT_SHORTAGE,Not enough points,
GACHA_TICKET_SHORTAGE,Not enough <param=name>,
GACHA_SELECT_TICKET_SHORTAGE,You need <param=cost> <param=ticket_name> to view the list.,
GACHA_MULTI, <color=255:255:0><param=num></color>x,
GACHA_POSSESSION_TICKET,Owned Ticket(s),
GACHA_NOTHING_POSSESSION_TICKET,You do not own any summon tickets,
GACHA_CONF_POSSESSION_TICKET,Owned: <param=num> ticket(s),
GACHA_NOTICE_END_GACHA,The event period has ended.<br>Returning to the summon screen.,
GACHA_UNIT_TRANS_MSG,Enhanced and sold units have been automatically converted,
GACHA_CONF_END_PERIOD,This item has expired.,
FRIEND,Friend,
FRIEND_LIST,Friend List,
FRIEND_SEARCH,Friend Search,
FRIEND_REQUEST,Friend Request,
FRIEND_INFO,Friend Information,
FRIEND_SUGGEST,Find Friends,
FRIEND_SEARCH_PLAYER_ID,Your ID,
FRIEND_SEARCH_SEARCH_TEXT,Enter your friend's ID to register as a friend!,
FRIEND_LAST_PLAY,Seen: ,
BEFORE_HOUR,hours ago,
BEFORE_DAY,days ago,
BEFORE_MINUTES,minutes ago,
FRIEND_RANK,RANK,
FRIEND_SEARCH_NOT_ID,No ID has been entered.,
FRIEND_SEARCH_MYID,You cannot search with your own ID.<br>Please enter your friend's ID.,
FRIEND_SEARCH_NOT_FOUND,No matching user was found.,
FRIEND_SUGGEST_UPDATE_TEXT,Tap to refresh,
FRIEND_AGREE_NOT_AGREE,You have reached the friend limit.,
FRIEND_REQUEST_CONFIRM,Send a friend request to <color=255:255:0><param=name></color>?,
FRIEND_DELETE_CONFIRM,Remove <color=255:255:0><param=name></color> from your friends?<br>Are you sure?,
FRIEND_REQ_CANCEL_CONFIRM,Delete your friend request to <color=255:255:0><param=name></color>?,
FRIEND_REQ_AGREE_CONFIRM,Accept the friend request from <color=255:255:0><param=name></color>?,
FRIEND_REQ_REFUSE_CONFIRM,Delete the friend request from <color=255:255:0><param=name></color>?<br>Is that okay?,
FRIEND_REQUEST_FINISH,Friend request sent to <color=255:255:0><param=name></color>.,
FRIEND_AGREE_FINISH,Accepted the friend request from <color=255:255:0><param=name></color>.,
FRIEND_REFUSE_FINISH,Deleted the friend request from <color=255:255:0><param=name></color>.,
FRIEND_CANCEL_FINISH,Deleted the friend request to <color=255:255:0><param=name></color>.,
FRIEND_DELETE_FINISH,Removed <color=255:255:0><param=name></color> from your friends.,
FRIEND_FAVORITE_ON,Added <color=255:255:0><param=name></color> to your favorites.,
FRIEND_FAVORITE_OFF,Removed <color=255:255:0><param=name></color> from your favorites.,
FRIEND_AGREE_REC,Waiting for approval,
FRIEND_AGREE_REQ,Request Sent,
FRIEND_REQUEST_TIME,Request Time,
FRIEND_HELPED_COUNT,Companion Count,
FRIEND_HELPED_COUNT_LABEL,Companion: <param=num> time(s),
FRIEND_HELPED_COUNT_HELP,Friend level is determined by the number of times they accompanied you between 0:00 and 23:59 the previous day.<br>Effects are active for 24 hours starting from 0:00.<br>For more details，please refer to the help section.,
FRIEND_SORT_LASTPLAY,Played,
FRIEND_SORT_RANK,RANK,
FRIEND_SORT_REGIST,Reg<br>Date,
GIFT_RECEIPT,Receive Gift,
GIFT_SEND,Send Gift,
GIFT_SET_WANT,Set Desired Gift,
GIFT_SELECT,Select Gift,
GIFT_SEND_NOTHING,No friends available to send gifts,
GIFT_RECEIPT_NOTHING,No gifts available to receive,
GIFT_CONFIRM_OVER_LIMIT, <color=255:255:0><param=gift></color> exceeds the possession limit. Would you like to receive the gift?<br>The excess will <color=255:0:0>disappear</color>.,
GIFT_CONFIRM_OVER_LIMIT_ALL,The following items exceed the possession limit. Would you like to receive the gift?<br>The excess will <color=255:0:0>disappear</color>.,
SHOP,Shop,
SHOP_PRICE,,
SHOP_POINT_SQMK,SQMK Points,
SHOP_PRICE_SQMK,P,
SHOP_CONFIRM1-1,Use <param=lapis> to,
SHOP_CONFIRM1-2, <color=255:0:0>expand the maximum capacity</color> of <param=target> by,
SHOP_CONFIRM1-3, <param=add> slots.,
SHOP_CONFIRM2, <color=0:255:0>Current <param=target> Max Capacity: <param=nowmax></color>,
SHOP_BUY_GIL,You can purchase <param=add> <param=gil>,
SHOP_BUY_MAGIC_KEY,You can purchase <param=add> <param=cnt> magic keys,
SHOP_CONFIRM,Would you like to purchase?,
SHOP_AGE_CHECK,Age Verification,
SHOP_AGE_CHECK_TITLE,Birthdate Confirmation,
SHOP_AGE_CHECK_TEXT,To purchase Lapis，you need to register your birthdate.<br>The amount you can purchase monthly is determined by your age.<br>Please enter your correct birthdate.,
SHOP_AGE_CHECK_TEXT2, <color=255:128:128>※Once registered，your birthdate cannot be changed.</color>,
SHOP_AGE_CONFIRM_TEXT,Your monthly purchase limit is determined by your age.<br>Age is counted by months，with the following month being your full age.<br>Minors need consent from a legal guardian (e.g.，parents) for purchases.,
SHOP_CURRENCY_CODE_JPY,Yen,
SHOP_CURRENCY_CODE_SQMK,P,
SHOP_AGE_AMOUNT_LIMIT1,Under <param=age> years old: <param=amount1> <param=currency_code> per month,
SHOP_AGE_AMOUNT_LIMIT2, <param=age> years old and over: <param=amount2> <param=currency_code> per month,
SHOP_AGE_AMOUNT_LIMIT3,No limit for adults,
SHOP_AGE_CONFIRM,Register with <param=year> year and <param=month> month.<br>Is this correct?,
SHOP_AGE_IMPUT_INVALID,Invalid data.<br>Please try again.,
SHOP_AGE_EMPTY_YEAR,Year is not entered,
SHOP_AGE_EMPTY_MONTH,Month is not entered,
BUY_COIN_START_MSG,Purchase process starting.<br>Please wait.,
BUY_COIN_STOREKIT_MSG,Processing purchase.<br>Please wait.,
BUY_COIN_END_MSG,Completing purchase process.<br>Please wait.,
BUY_COIN_END_MSG_GOOGLE,Completing store process.<br>Please wait.,
BUY_COIN_RESTART_MSG,Previous Lapis purchase in progress.<br>Resuming purchase process.,
BUY_COIN_RESTART_MSG_GOOGLE,Resuming incomplete store process.,
BUY_COIN_PURCHASE_RESTART_MSG,Purchase request found.<br>Redirecting to the purchase screen.,
BUY_COIN_PURCHASE_RESTART_MSG_GOOGLE,Receiving purchased Lapis.,
BUY_COIN_PURCHASE_RESTART_MSG_GOOGLE2,Unfinished store process found.<br>Resuming process.,
PURCHASE_ERROR_FIRST_TITLE,Communication error occurred,
PURCHASE_ERROR_FIRST_MSG,Please try again in a better signal area.<br>Retry?,
PURCHASE_ERROR_SECOND_TITLE,Please Note!,
